Date,Description,Amount
2024-08-10,Electricity Bill,4954
2024-11-02,Electricity Bill,1161
2024-05-13,Employee Salary,63387
2024-11-21,GitHub Pro,3329
2024-09-21,Swiggy Team Lunch,1780
2024-07-12,Ola Cab,3519
2024-03-17,Office Stationery,1991
2024-07-08,Ola Cab,2834
2024-03-28,Payroll Transfer,40324
2024-10-09,Canva Pro,1686
2024-01-28,Intern Stipend,50786
2024-07-29,Google Ads,4938
2024-06-30,Misc Purchase,5263
2024-11-21,Intern Stipend,71027
2024-02-03,Repair Service,1230
2024-01-25,Payroll Transfer,72559
2024-09-27,Printer Paper,1335
2024-01-03,Pens Purchase,2467
2024-10-07,Flight Booking,1653
2024-09-21,Broadband Recharge,2839
2024-04-06,GitHub Pro,6383
2024-05-17,Local Vendor,3474
2024-02-03,Zoom License,6013
2024-12-13,Desk Equipment,48571
2024-10-19,Ola Cab,4473
2024-03-22,Rail Ticket,2637
2024-08-02,Employee Salary,77635
2024-09-27,Office Chair,55333
2024-06-07,Google Ads,2705
2024-01-21,Uber Ride,3984
2024-07-18,Facebook Ads,11348
2024-07-10,Office Chair,57171
2024-07-25,Uber Ride,1728
2024-10-05,Notion Annual,3284
2024-01-12,Office Chair,20561
2024-06-06,Printer Paper,1845
2024-09-19,Facebook Ads,5761
2024-02-25,Local Vendor,2050
2024-12-23,Swiggy Team Lunch,2577
2024-06-18,Repair Service,2456
2024-12-22,Desk Equipment,47983
2024-06-23,Intern Stipend,65105
2024-11-23,Payroll Transfer,65011
2024-04-14,Payroll Transfer,35651
2024-06-30,Zoom License,6767
2024-06-10,Notion Annual,5309
2024-03-13,Printer Paper,1208
2024-12-30,Office Stationery,687
2024-03-04,WiFi Payment,4621
2024-04-11,Local Vendor,5168
2024-12-13,AWS Subscription,5668
2024-03-09,GitHub Pro,2275
2024-04-25,Canva Pro,6292
2024-01-18,Payroll Transfer,76021
2024-09-15,Office Stationery,2806
2024-02-18,Broadband Recharge,3989
2024-10-09,WiFi Payment,4135
2024-04-04,Local Vendor,287
2024-01-16,AWS Subscription,7141
2024-02-27,Printer Paper,1999
2024-09-25,Repair Service,5092
2024-07-12,Employee Salary,65114
2024-12-25,Zomato Dinner,2908
2024-11-01,Broadband Recharge,3123
2024-01-02,Pens Purchase,2001
2024-11-08,GitHub Pro,3513
2024-01-30,Swiggy Team Lunch,3928
2024-02-06,Printer Paper,2772
2024-10-21,Pens Purchase,2918
2024-05-29,Uber Ride,4617
2024-09-28,Zoom License,3752
2024-10-27,Broadband Recharge,1016
2024-03-28,Desk Equipment,20760
2024-11-04,Monitor Setup,47752
2024-05-02,Repair Service,802
2024-06-21,Broadband Recharge,3545
2024-05-10,Google Ads,2511
2024-05-30,Intern Stipend,68890
2024-01-22,Desk Equipment,56964
2024-06-21,Restaurant Meeting,387
2024-08-07,GitHub Pro,3739
2024-09-22,Canva Pro,1759
2024-08-06,Office Stationery,827
2024-01-29,Employee Salary,32644
2024-07-18,Repair Service,3159
2024-01-14,Canva Pro,2448
2024-08-21,Google Ads,12221
2024-02-21,Printer Paper,1171
2024-06-23,Monitor Setup,24647
2024-08-08,Swiggy Team Lunch,3648
2024-10-19,Repair Service,3773
2024-09-05,Printer Paper,2865
2024-03-14,Canva Pro,11553
2024-01-21,Notion Annual,2878
2024-10-10,Office Stationery,1545
2024-04-09,Intern Stipend,49322
2024-09-01,Zomato Dinner,1272
2024-01-24,Repair Service,3537
2024-07-10,Zoom License,5784
2024-12-07,Office Stationery,719
2024-12-21,Zomato Dinner,3130
2024-01-25,Intern Stipend,73887
2024-10-24,Courier Charge,4824
2024-10-20,Printer Paper,1470
2024-08-19,Laptop Purchase,54835
2024-11-02,Ola Cab,3500
2024-07-11,Canva Pro,10383
2024-09-24,Rail Ticket,934
2024-07-06,Ola Cab,4584
2024-05-07,Canva Pro,10318
2024-02-22,Office Chair,45050
2024-06-07,Uber Ride,4299
2024-04-07,Zoom License,7795
2024-05-30,Office Stationery,1213
2024-10-15,Desk Equipment,34490
2024-11-14,Local Vendor,3540
2024-03-20,Intern Stipend,50997
2024-08-22,Canva Pro,2928
2024-08-14,Google Ads,11517
2024-10-14,Monitor Setup,28283
2024-12-09,Zoom License,3168
2024-09-23,Restaurant Meeting,1299
2024-01-02,Laptop Purchase,26658
2024-12-05,Zomato Dinner,3934
2024-11-08,Office Stationery,2619
2024-10-08,Facebook Ads,1490
2024-07-02,Desk Equipment,46699
2024-12-04,Repair Service,3756
2024-07-14,Uber Ride,4710
2024-11-18,Facebook Ads,7667
2024-10-14,Office Stationery,361
2024-12-10,Broadband Recharge,1604
2024-06-09,Monitor Setup,42636
2024-04-08,Swiggy Team Lunch,1331
2024-03-17,Rail Ticket,4635
2024-09-17,Notion Annual,7461
2024-03-25,Uber Ride,441
2024-01-04,Electricity Bill,808
2024-07-19,Misc Purchase,5118
2024-02-29,Google Ads,1903
2024-02-08,Canva Pro,4310
2024-11-09,Pens Purchase,1091
2024-02-03,Swiggy Team Lunch,496
2024-11-09,Canva Pro,1917
2024-11-18,Uber Ride,2600
2024-01-28,Pens Purchase,1616
2024-11-18,Broadband Recharge,2251
2024-08-14,Repair Service,4971
2024-01-26,Canva Pro,3353
2024-05-23,Swiggy Team Lunch,2911
2024-08-13,Uber Ride,4257
2024-07-19,WiFi Payment,3106
2024-08-17,Laptop Purchase,54813
2024-07-29,Desk Equipment,58001
2024-01-10,Monitor Setup,30580
2024-11-16,Local Vendor,4231
2024-03-23,Broadband Recharge,1190
2024-07-22,Printer Paper,393
2024-04-09,Courier Charge,750
2024-04-28,Zoom License,4218
2024-07-02,Office Stationery,1586
2024-07-24,Monitor Setup,30592
2024-02-10,Printer Paper,2531
2024-03-25,Electricity Bill,2478
2024-03-24,Office Stationery,2769
2024-04-22,Payroll Transfer,27380
2024-09-19,Google Ads,14519
2024-09-10,Swiggy Team Lunch,2215
2024-03-03,Courier Charge,3280
2024-02-08,Zoom License,4165
2024-05-15,Courier Charge,2715
2024-10-23,Intern Stipend,31055
2024-07-21,Swiggy Team Lunch,876
2024-08-08,Uber Ride,974
2024-05-01,Flight Booking,633
2024-02-22,Electricity Bill,2849
2024-02-25,Facebook Ads,9752
2024-09-12,Desk Equipment,56556
2024-02-08,Repair Service,1729
2024-02-17,Employee Salary,61881
2024-02-22,WiFi Payment,2294
2024-08-02,Notion Annual,4755
2024-09-08,Office Chair,56139
2024-04-28,Electricity Bill,4289
2024-09-20,Repair Service,1141
2024-01-15,Office Chair,34766
2024-08-18,Swiggy Team Lunch,2644
2024-12-25,Payroll Transfer,71485
2024-12-14,Misc Purchase,3499
2024-12-24,Printer Paper,2259
2024-09-11,Payroll Transfer,76420
2024-03-16,GitHub Pro,4745
2024-01-02,Payroll Transfer,70104
2024-02-13,Canva Pro,3353
2024-11-18,Monitor Setup,22674
2024-03-22,Zomato Dinner,3060
2024-01-08,Printer Paper,1799
2024-02-23,Restaurant Meeting,2132
2024-03-17,Rail Ticket,4864
2024-03-30,Pens Purchase,2967
2024-06-16,Pens Purchase,868
2024-10-31,Facebook Ads,13369
2024-09-30,Intern Stipend,58707
2024-11-15,Ola Cab,3722
2024-01-09,Courier Charge,4678
2024-06-18,Monitor Setup,10476
2024-04-27,Intern Stipend,65337
2024-12-20,Misc Purchase,5100
2024-06-01,Flight Booking,1264
2024-09-19,Restaurant Meeting,2797
2024-02-13,Local Vendor,5502
2024-11-16,Flight Booking,3901
2024-12-21,Misc Purchase,493
2024-04-01,Electricity Bill,3724
2024-07-18,GitHub Pro,4166
2024-01-14,Electricity Bill,2329
2024-02-09,Broadband Recharge,3916
2024-12-05,Pens Purchase,2871
2024-07-15,Broadband Recharge,4834
2024-10-21,Repair Service,5308
2024-03-19,Canva Pro,9146
2024-10-22,Office Chair,41824
2024-01-20,GitHub Pro,6642
2024-09-25,Courier Charge,5783
2024-04-05,Payroll Transfer,62175
2024-12-22,Notion Annual,924
2024-07-18,Uber Ride,3152
2024-06-18,Canva Pro,11150
2024-01-16,WiFi Payment,1113
2024-10-04,Office Stationery,1445
2024-05-17,Office Chair,32545
2024-07-20,Ola Cab,4489
2024-04-10,WiFi Payment,4028
2024-05-30,Office Chair,48067
2024-03-09,Monitor Setup,49546
2024-04-23,Courier Charge,3406
2024-07-26,AWS Subscription,3286
2024-12-16,Office Chair,13217
2024-06-21,Swiggy Team Lunch,2483
2024-07-18,Electricity Bill,3612
2024-10-28,Monitor Setup,34453
2024-09-28,Zoom License,3312
2024-09-15,Swiggy Team Lunch,1215
2024-07-08,Pens Purchase,1902
2024-09-07,Swiggy Team Lunch,2945
2024-10-13,Courier Charge,3364
2024-06-13,Swiggy Team Lunch,2798
2024-05-13,WiFi Payment,3153
2024-06-05,AWS Subscription,2090
2024-10-22,Pens Purchase,2398
2024-11-02,Office Stationery,2271
2024-04-11,Electricity Bill,1184
2024-04-30,Courier Charge,4967
2024-07-05,Uber Ride,904
2024-02-15,GitHub Pro,3019
2024-02-25,Zomato Dinner,2158
2024-02-24,Zomato Dinner,1128
2024-11-13,Zoom License,3499
2024-09-25,GitHub Pro,4398
